timestamp,asset_id,irradiance_ghi,irradiance_dni,irradiance_dhi,ambient_temperature,module_temperature,humidity,wind_speed,rainfall,dc_voltage,dc_current,dc_power,ac_voltage,ac_current,ac_power,frequency,power_factor,inverter_temperature,inverter_efficiency,status,fault_code
2023-01-01T09:30:00+00:00,AST-JAB-ROOF-A,295.7,333.3,144.4,23.02,30.84,50.0,2.81,0.0,640.93,225.96,144.83,398.0,207.97,141.93,50.01,0.986,31.09,0.98,OPERATIONAL,0
2023-01-01T09:45:00+00:00,AST-JAB-ROOF-A,251.48,295.74,129.52,22.73,29.34,50.0,2.92,0.0,641.38,193.07,123.83,397.59,178.0,121.36,50.01,0.987,28.01,0.98,OPERATIONAL,0
2023-01-01T10:00:00+00:00,AST-JAB-ROOF-A,207.27,258.17,114.64,22.44,27.85,50.0,3.03,0.0,645.06,159.06,102.6,400.02,146.59,100.55,49.99,0.983,28.17,0.98,OPERATIONAL,0
2023-01-01T10:15:00+00:00,AST-JAB-ROOF-A,168.99,210.3,96.4,21.51,25.95,50.0,2.9,0.0,648.22,129.91,84.21,399.29,120.54,82.53,49.96,0.985,26.18,0.98,OPERATIONAL,0
2023-01-01T10:30:00+00:00,AST-JAB-ROOF-A,130.71,162.43,78.17,20.58,24.04,50.0,2.78,0.0,648.5,101.12,65.57,400.5,93.58,64.26,50.0,0.982,23.83,0.98,OPERATIONAL,0
2023-01-01T10:45:00+00:00,AST-JAB-ROOF-A,92.43,114.55,59.94,19.65,22.12,50.0,2.65,0.0,657.1,71.04,46.68,400.52,66.61,45.75,50.06,0.989,22.25,0.98,OPERATIONAL,0
2023-01-01T11:00:00+00:00,AST-JAB-ROOF-A,54.15,66.68,41.7,18.72,20.18,50.0,2.52,0.0,655.82,41.98,27.53,398.4,39.5,26.98,50.01,0.983,20.34,0.98,OPERATIONAL,0
2023-01-01T11:15:00+00:00,AST-JAB-ROOF-A,40.61,50.01,31.28,17.91,18.99,50.0,2.7,0.0,657.24,31.55,20.73,400.15,29.61,20.32,50.0,0.981,18.68,0.98,OPERATIONAL,0
2023-01-01T11:30:00+00:00,AST-JAB-ROOF-A,27.08,33.34,20.85,17.1,17.81,50.0,2.87,0.0,661.75,20.97,13.88,399.27,19.87,13.6,49.92,0.984,14.83,0.98,OPERATIONAL,0
2023-01-01T11:45:00+00:00,AST-JAB-ROOF-A,13.54,16.67,10.42,16.29,16.64,50.0,3.04,0.0,661.04,10.54,6.97,399.62,9.96,6.83,49.99,0.983,16.8,0.98,OPERATIONAL,0
2023-01-01T12:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,15.48,15.48,50.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.986,14.57,0.98,OPERATIONAL,0
2023-01-01T12:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,15.25,15.25,50.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.981,16.86,0.98,OPERATIONAL,0
2023-01-01T12:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,15.02,15.02,50.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.985,16.78,0.98,OPERATIONAL,0
2023-01-01T12:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.78,14.78,50.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.988,14.93,0.98,OPERATIONAL,0
2023-01-01T13:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.55,14.55,50.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.04,0.98,14.49,0.98,OPERATIONAL,0
2023-01-01T13:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.32,14.32,50.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.03,0.983,14.82,0.98,OPERATIONAL,0
2023-01-01T13:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.1,14.1,50.0,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.06,0.983,12.49,0.98,OPERATIONAL,0
2023-01-01T13:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.87,13.87,50.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.03,0.981,11.34,0.98,OPERATIONAL,0
2023-01-01T14:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.64,13.64,50.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.14,0.981,13.08,0.98,OPERATIONAL,0
2023-01-01T14:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.4,13.4,50.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.98,11.33,0.98,OPERATIONAL,0
2023-01-01T14:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.16,13.16,50.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.05,0.987,14.53,0.98,OPERATIONAL,0
2023-01-01T14:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,12.92,12.92,50.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.02,0.988,13.18,0.98,OPERATIONAL,0
2023-01-01T15:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,12.68,12.68,50.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.985,13.77,0.98,OPERATIONAL,0
2023-01-01T15:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,12.45,12.45,50.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.983,14.42,0.98,OPERATIONAL,0
2023-01-01T15:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,12.22,12.22,50.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.06,0.983,12.37,0.98,OPERATIONAL,0
2023-01-01T15:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,12.0,12.0,50.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.987,12.17,0.98,OPERATIONAL,0
2023-01-01T16:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,11.77,11.77,50.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.981,11.68,0.98,OPERATIONAL,0
2023-01-01T16:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,11.57,11.57,50.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.985,9.56,0.98,OPERATIONAL,0
2023-01-01T16:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,11.36,11.36,50.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.02,0.987,9.94,0.98,OPERATIONAL,0
2023-01-01T16:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,11.16,11.16,50.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.989,11.85,0.98,OPERATIONAL,0
2023-01-01T17:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,10.96,10.96,50.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.989,12.14,0.98,OPERATIONAL,0
2023-01-01T17:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,10.79,10.79,50.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.989,12.34,0.98,OPERATIONAL,0
2023-01-01T17:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,10.62,10.62,50.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.981,9.88,0.98,OPERATIONAL,0
2023-01-01T17:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,10.44,10.44,50.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.84,0.986,11.45,0.98,OPERATIONAL,0
2023-01-01T18:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,10.27,10.27,50.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.986,10.33,0.98,OPERATIONAL,0
2023-01-01T18:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,10.12,10.12,50.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.02,0.985,9.41,0.98,OPERATIONAL,0
2023-01-01T18:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,9.96,9.96,50.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.982,9.16,0.98,OPERATIONAL,0
2023-01-01T18:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,9.81,9.81,50.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.98,8.21,0.98,OPERATIONAL,0
2023-01-01T19:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,9.66,9.66,50.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.04,0.986,10.98,0.98,OPERATIONAL,0
2023-01-01T19:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,9.53,9.53,50.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.89,0.988,6.97,0.98,OPERATIONAL,0
2023-01-01T19:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,9.4,9.4,50.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.983,9.41,0.98,OPERATIONAL,0
2023-01-01T19:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,9.26,9.26,50.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.985,10.3,0.98,OPERATIONAL,0
2023-01-01T20:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,9.13,9.13,50.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.986,8.74,0.98,OPERATIONAL,0
2023-01-01T20:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,9.02,9.02,50.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.06,0.984,12.25,0.98,OPERATIONAL,0
2023-01-01T20:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,8.9,8.9,50.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.89,0.989,7.98,0.98,OPERATIONAL,0
2023-01-01T20:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,8.78,8.78,50.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.01,0.985,8.24,0.98,OPERATIONAL,0
2023-01-01T21:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,8.67,8.67,50.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.989,9.72,0.98,OPERATIONAL,0
2023-01-01T21:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,8.56,8.56,50.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.984,6.45,0.98,OPERATIONAL,0
2023-01-01T21:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,8.44,8.44,50.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.981,8.21,0.98,OPERATIONAL,0
2023-01-01T21:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,8.33,8.33,50.0,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.982,9.03,0.98,OPERATIONAL,0
2023-01-01T22:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,8.22,8.22,50.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.984,9.06,0.98,OPERATIONAL,0
2023-01-01T22:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,8.11,8.11,50.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.02,0.985,9.41,0.98,OPERATIONAL,0
2023-01-01T22:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,8.01,8.01,50.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.982,8.39,0.98,OPERATIONAL,0
2023-01-01T22:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,7.9,7.9,50.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.01,0.984,7.9,0.98,OPERATIONAL,0
2023-01-01T23:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,7.79,7.79,50.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.01,0.984,9.14,0.98,OPERATIONAL,0
2023-01-01T23:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,7.72,7.72,50.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.985,7.59,0.98,OPERATIONAL,0
2023-01-01T23:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,7.66,7.66,50.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.06,0.986,7.67,0.98,OPERATIONAL,0
2023-01-01T23:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,7.6,7.6,50.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.986,7.37,0.98,OPERATIONAL,0
2023-01-02T00:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,7.53,7.53,50.0,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.988,6.65,0.98,OPERATIONAL,0
2023-01-02T00:15:00+00:00,AST-JAB-ROOF-A,1.88,0.0,1.97,7.56,7.6,50.0,3.55,0.0,0.0,0.0,0.0,402.93,1.41,0.97,50.0,0.984,9.02,0.98,OPERATIONAL,0
2023-01-02T00:30:00+00:00,AST-JAB-ROOF-A,3.75,0.0,3.94,7.58,7.67,50.0,3.58,0.0,0.0,0.0,0.0,402.27,2.83,1.95,50.02,0.987,7.93,0.98,OPERATIONAL,0
2023-01-02T00:45:00+00:00,AST-JAB-ROOF-A,5.62,0.0,5.9,7.6,7.75,50.0,3.61,0.0,0.0,0.0,0.0,400.8,4.25,2.92,50.06,0.987,6.74,0.98,OPERATIONAL,0
2023-01-02T01:00:00+00:00,AST-JAB-ROOF-A,7.5,0.0,7.87,7.63,7.82,50.0,3.64,0.0,0.0,0.0,0.0,400.7,5.67,3.9,49.94,0.98,8.03,0.98,OPERATIONAL,0
2023-01-02T01:15:00+00:00,AST-JAB-ROOF-A,19.77,0.7,18.34,8.19,8.69,50.0,3.78,0.0,674.42,15.49,10.45,398.39,14.99,10.24,50.05,0.989,7.54,0.98,OPERATIONAL,0
2023-01-02T01:30:00+00:00,AST-JAB-ROOF-A,32.04,1.4,28.81,8.76,9.55,50.0,3.92,0.0,673.09,25.09,16.89,398.98,24.19,16.55,49.98,0.99,11.99,0.98,OPERATIONAL,0
2023-01-02T01:45:00+00:00,AST-JAB-ROOF-A,44.31,2.1,39.27,9.32,10.41,50.0,4.07,0.0,671.82,34.66,23.29,399.04,33.35,22.82,50.05,0.987,11.54,0.98,OPERATIONAL,0
2023-01-02T02:00:00+00:00,AST-JAB-ROOF-A,56.58,2.8,49.74,9.88,11.26,50.0,4.21,0.0,672.86,44.07,29.65,401.27,42.23,29.06,50.02,0.981,11.25,0.98,OPERATIONAL,0
2023-01-02T02:15:00+00:00,AST-JAB-ROOF-A,70.73,2.82,61.87,10.74,12.49,50.0,3.97,0.0,668.28,55.24,36.91,398.36,52.96,36.18,49.97,0.981,11.05,0.98,OPERATIONAL,0
2023-01-02T02:30:00+00:00,AST-JAB-ROOF-A,84.88,2.84,74.0,11.6,13.73,50.0,3.73,0.0,668.28,66.01,44.11,397.65,63.4,43.23,50.08,0.985,13.75,0.98,OPERATIONAL,0
2023-01-02T02:45:00+00:00,AST-JAB-ROOF-A,99.03,2.86,86.13,12.46,14.98,50.0,3.49,0.0,666.06,76.95,51.25,399.56,73.31,50.23,50.04,0.986,15.7,0.98,OPERATIONAL,0
2023-01-02T03:00:00+00:00,AST-JAB-ROOF-A,113.18,2.88,98.26,13.32,16.24,50.0,3.25,0.0,661.55,88.17,58.33,398.88,83.57,57.16,50.01,0.986,16.09,0.98,OPERATIONAL,0
2023-01-02T03:15:00+00:00,AST-JAB-ROOF-A,126.97,5.66,108.72,14.56,17.85,50.0,3.14,0.0,660.41,98.54,65.07,400.25,92.92,63.77,49.96,0.984,19.07,0.98,OPERATIONAL,0
2023-01-02T03:30:00+00:00,AST-JAB-ROOF-A,140.76,8.44,119.18,15.8,19.47,50.0,3.03,0.0,657.97,109.04,71.74,399.19,102.72,70.31,49.97,0.983,20.76,0.98,OPERATIONAL,0
2023-01-02T03:45:00+00:00,AST-JAB-ROOF-A,154.56,11.22,129.63,17.03,21.09,50.0,2.92,0.0,656.59,119.31,78.34,402.49,111.23,76.77,49.99,0.982,21.17,0.98,OPERATIONAL,0
2023-01-02T04:00:00+00:00,AST-JAB-ROOF-A,168.35,14.0,140.09,18.27,22.72,50.0,2.81,0.0,658.6,128.83,84.85,400.9,120.96,83.15,50.04,0.982,22.86,0.98,OPERATIONAL,0
2023-01-02T04:15:00+00:00,AST-JAB-ROOF-A,207.68,41.6,160.18,18.93,24.52,50.0,2.5,0.0,648.54,160.38,104.01,400.89,148.28,101.93,49.99,0.985,23.64,0.98,OPERATIONAL,0
2023-01-02T04:30:00+00:00,AST-JAB-ROOF-A,247.0,69.21,180.28,19.6,26.37,50.0,2.2,0.0,647.09,189.94,122.91,398.38,176.33,120.45,49.93,0.98,25.67,0.98,OPERATIONAL,0
2023-01-02T04:45:00+00:00,AST-JAB-ROOF-A,286.32,96.82,200.37,20.26,28.25,50.0,1.9,0.0,644.95,219.45,141.54,400.09,202.18,138.7,50.09,0.983,29.91,0.98,OPERATIONAL,0
2023-01-02T05:00:00+00:00,AST-JAB-ROOF-A,325.65,124.42,220.46,20.93,30.17,50.0,1.59,0.0,638.75,250.3,159.88,399.08,228.96,156.68,49.99,0.989,29.82,0.98,OPERATIONAL,0
2023-01-02T05:15:00+00:00,AST-JAB-ROOF-A,373.48,202.24,218.89,21.31,31.98,50.0,1.48,0.0,638.2,285.45,182.18,400.78,259.78,178.53,50.08,0.986,31.12,0.98,OPERATIONAL,0
2023-01-02T05:30:00+00:00,AST-JAB-ROOF-A,421.31,280.07,217.32,21.7,33.81,50.0,1.36,0.0,640.82,318.59,204.16,401.83,290.38,200.08,49.92,0.981,30.54,0.98,OPERATIONAL,0
2023-01-02T05:45:00+00:00,AST-JAB-ROOF-A,469.14,357.9,215.75,22.08,35.66,50.0,1.24,0.0,631.07,357.84,225.82,398.55,323.82,221.3,50.05,0.989,33.17,0.98,OPERATIONAL,0
